date,store_id,sku_id,sku_name,category,unit_price,units_sold,revenue,promo_flag
2025-01-01,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,24,1632.0,0
2025-01-02,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-01-03,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,31,2108.0,0
2025-01-04,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,38,2584.0,0
2025-01-05,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,36,2448.0,0
2025-01-06,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,34,2312.0,0
2025-01-07,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,46,3128.0,1
2025-01-08,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,36,2448.0,0
2025-01-09,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,33,2244.0,0
2025-01-10,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,36,2448.0,0
2025-01-11,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,35,2380.0,0
2025-01-12,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,51,3468.0,1
2025-01-13,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,33,2244.0,0
2025-01-14,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,36,2448.0,0
2025-01-15,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,29,1972.0,0
2025-01-16,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,31,2108.0,0
2025-01-17,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,28,1904.0,0
2025-01-18,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,29,1972.0,0
2025-01-19,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,32,2176.0,0
2025-01-20,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,24,1632.0,0
2025-01-21,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,24,1632.0,0
2025-01-22,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,25,1700.0,0
2025-01-23,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,27,1836.0,0
2025-01-24,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,36,2448.0,1
2025-01-25,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,29,1972.0,0
2025-01-26,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,25,1700.0,0
2025-01-27,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,25,1700.0,0
2025-01-28,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,26,1768.0,0
2025-01-29,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,26,1768.0,0
2025-01-30,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,24,1632.0,0
2025-01-31,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-02-01,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,35,2380.0,0
2025-02-02,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,34,2312.0,0
2025-02-03,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,34,2312.0,0
2025-02-04,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,29,1972.0,0
2025-02-05,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-02-06,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,34,2312.0,0
2025-02-07,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,32,2176.0,0
2025-02-08,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,39,2652.0,0
2025-02-09,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,38,2584.0,0
2025-02-10,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,32,2176.0,0
2025-02-11,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,29,1972.0,0
2025-02-12,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-02-13,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,32,2176.0,0
2025-02-14,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,32,2176.0,0
2025-02-15,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,32,2176.0,0
2025-02-16,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,27,1836.0,0
2025-02-17,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,25,1700.0,0
2025-02-18,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,28,1904.0,0
2025-02-19,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,25,1700.0,0
2025-02-20,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,25,1700.0,0
2025-02-21,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,23,1564.0,0
2025-02-22,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,26,1768.0,0
2025-02-23,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-02-24,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,26,1768.0,0
2025-02-25,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,24,1632.0,0
2025-02-26,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,26,1768.0,0
2025-02-27,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,27,1836.0,0
2025-02-28,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,31,2108.0,0
2025-03-01,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,29,1972.0,0
2025-03-02,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,33,2244.0,0
2025-03-03,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,32,2176.0,0
2025-03-04,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,35,2380.0,0
2025-03-05,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-03-06,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,31,2108.0,0
2025-03-07,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,47,3196.0,1
2025-03-08,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,33,2244.0,0
2025-03-09,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,38,2584.0,0
2025-03-10,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,39,2652.0,0
2025-03-11,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,34,2312.0,0
2025-03-12,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,27,1836.0,0
2025-03-13,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-03-14,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,41,2788.0,1
2025-03-15,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,38,2584.0,0
2025-03-16,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,33,2244.0,0
2025-03-17,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,25,1700.0,0
2025-03-18,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,28,1904.0,0
2025-03-19,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,28,1904.0,0
2025-03-20,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,26,1768.0,0
2025-03-21,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,24,1632.0,0
2025-03-22,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,34,2312.0,0
2025-03-23,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-03-24,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,27,1836.0,0
2025-03-25,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,25,1700.0,0
2025-03-26,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,24,1632.0,0
2025-03-27,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,25,1700.0,0
2025-03-28,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,24,1632.0,0
2025-03-29,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,34,2312.0,0
2025-03-30,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,31,2108.0,0
2025-03-31,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,32,2176.0,0
2025-04-01,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,28,1904.0,0
2025-04-02,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,31,2108.0,0
2025-04-03,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,32,2176.0,0
2025-04-04,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,28,1904.0,0
2025-04-05,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,42,2856.0,0
2025-04-06,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,36,2448.0,0
2025-04-07,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-04-08,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,35,2380.0,0
2025-04-09,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,34,2312.0,0
2025-04-10,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,34,2312.0,0
2025-04-11,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,33,2244.0,0
2025-04-12,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-04-13,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,33,2244.0,0
2025-04-14,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,29,1972.0,0
2025-04-15,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,33,2244.0,0
2025-04-16,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-04-17,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-04-18,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,27,1836.0,0
2025-04-19,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,32,2176.0,0
2025-04-20,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,29,1972.0,0
2025-04-21,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,25,1700.0,0
2025-04-22,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,26,1768.0,0
2025-04-23,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,26,1768.0,0
2025-04-24,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,31,2108.0,0
2025-04-25,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,24,1632.0,0
2025-04-26,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,25,1700.0,0
2025-04-27,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-04-28,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,25,1700.0,0
2025-04-29,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,23,1564.0,0
2025-04-30,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,26,1768.0,0
2025-05-01,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,35,2380.0,0
2025-05-02,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,28,1904.0,0
2025-05-03,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-05-04,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,42,2856.0,0
2025-05-05,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-05-06,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,56,3808.0,1
2025-05-07,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,33,2244.0,0
2025-05-08,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,39,2652.0,0
2025-05-09,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,33,2244.0,0
2025-05-10,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,39,2652.0,0
2025-05-11,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,37,2516.0,0
2025-05-12,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,44,2992.0,1
2025-05-13,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,44,2992.0,1
2025-05-14,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,33,2244.0,0
2025-05-15,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,31,2108.0,0
2025-05-16,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-05-17,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,41,2788.0,1
2025-05-18,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,31,2108.0,0
2025-05-19,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,31,2108.0,0
2025-05-20,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,25,1700.0,0
2025-05-21,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,27,1836.0,0
2025-05-22,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,38,2584.0,1
2025-05-23,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,26,1768.0,0
2025-05-24,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,31,2108.0,0
2025-05-25,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,26,1768.0,0
2025-05-26,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,27,1836.0,0
2025-05-27,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,26,1768.0,0
2025-05-28,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,27,1836.0,0
2025-05-29,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,31,2108.0,0
2025-05-30,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,28,1904.0,0
2025-05-31,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,34,2312.0,0
2025-06-01,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,29,1972.0,0
2025-06-02,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,36,2448.0,0
2025-06-03,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,35,2380.0,0
2025-06-04,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,33,2244.0,0
2025-06-05,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,33,2244.0,0
2025-06-06,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,35,2380.0,0
2025-06-07,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,42,2856.0,0
2025-06-08,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,43,2924.0,0
2025-06-09,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,36,2448.0,0
2025-06-10,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,34,2312.0,0
2025-06-11,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,36,2448.0,0
2025-06-12,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,34,2312.0,0
2025-06-13,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,32,2176.0,0
2025-06-14,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,36,2448.0,0
2025-06-15,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,35,2380.0,0
2025-06-16,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,29,1972.0,0
2025-06-17,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,27,1836.0,0
2025-06-18,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,29,1972.0,0
2025-06-19,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,24,1632.0,0
2025-06-20,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,24,1632.0,0
2025-06-21,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,29,1972.0,0
2025-06-22,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,30,2040.0,0
2025-06-23,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,26,1768.0,0
2025-06-24,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,27,1836.0,0
2025-06-25,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,22,1496.0,0
2025-06-26,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,28,1904.0,0
2025-06-27,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,31,2108.0,0
2025-06-28,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,34,2312.0,0
2025-06-29,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,68.0,34,2312.0,0
2025-01-01,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,68,3060.0,0
2025-01-02,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,76,3420.0,0
2025-01-03,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,86,3870.0,0
2025-01-04,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,90,4050.0,0
2025-01-05,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,88,3960.0,0
2025-01-06,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,88,3960.0,0
2025-01-07,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,88,3960.0,0
2025-01-08,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,95,4275.0,0
2025-01-09,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,92,4140.0,0
2025-01-10,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,86,3870.0,0
2025-01-11,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,108,4860.0,0
2025-01-12,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,95,4275.0,0
2025-01-13,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,72,3240.0,0
2025-01-14,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,69,3105.0,0
2025-01-15,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,79,3555.0,0
2025-01-16,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,75,3375.0,0
2025-01-17,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,57,2565.0,0
2025-01-18,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,72,3240.0,0
2025-01-19,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,75,3375.0,0
2025-01-20,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,59,2655.0,0
2025-01-21,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,64,2880.0,0
2025-01-22,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,61,2745.0,0
